"","Code","Economy","Year","OPP","PC","FAIL","EI","TEA","OWN","EMPL","MOT","FMTEA","FMOD","JOB","INNOV","BSER","STAT","CHOI"
"1111",46,"Sweden",2001,42.34,44.41,31.19,NA,5.65,5.65,NA,NA,0.59,NA,25.72,NA,34.33,NA,NA
"1112",47,"Norway",2001,58.75,36.43,28.88,NA,7.4,6.51,NA,NA,0.45,NA,20.31,NA,31.88,NA,NA
"1113",48,"Poland",2001,13.97,38.57,44.28,NA,8.04,4.75,NA,NA,0.65,NA,11.85,NA,17.44,NA,NA
"1114",49,"Germany",2001,23.65,30.11,41.75,NA,6.28,4.18,NA,NA,0.44,NA,17.44,NA,32,NA,NA
"1115",52,"Mexico",2001,40.21,50.18,25.77,NA,17.91,5.83,NA,NA,0.51,NA,17.1,NA,8.24,NA,NA
"1116",54,"Argentin",2001,19.83,54.8,37.17,NA,9.92,3.92,NA,NA,0.38,NA,17.81,NA,16.72,NA,NA
"1117",55,"Brazil",2001,40.6,54.28,32.14,NA,13.8,3.79,NA,NA,0.62,NA,14.44,NA,9.7,NA,NA
"1118",61,"Australia",2001,31.27,59.66,38.18,NA,14.68,27.96,NA,NA,0.48,NA,28.79,NA,30.32,NA,NA
"1119",64,"New Zealand",2001,49.01,66.26,25.61,NA,15.45,12.84,NA,NA,0.76,NA,11.82,NA,27.51,NA,NA
"1120",65,"Singapore",2001,17.46,24.56,45.07,NA,6.05,5.43,NA,NA,0.39,NA,22.03,NA,18.84,NA,NA
"1121",81,"Japan",2001,6.95,10.98,22.37,NA,3.1,5.07,NA,NA,0.46,NA,15.01,NA,17.62,NA,NA
"1122",82,"South Korea",2001,12.24,28.55,43.55,NA,14.32,10.47,NA,NA,0.42,NA,19.36,NA,15.83,NA,NA
"1123",91,"India",2001,30.93,39.85,33.17,NA,10.81,8.76,NA,NA,0.31,NA,7.49,NA,5.91,NA,NA
"1124",101,"Canada",2001,34.54,53.03,26.89,NA,10.27,3.89,NA,NA,0.63,NA,12.37,NA,27.06,NA,NA
"1125",351,"Portugal",2001,22.28,41.7,31.32,NA,6.61,4.71,NA,NA,0.39,NA,13.3,NA,14.68,NA,NA
"1126",353,"Ireland",2001,34.26,46.28,40.14,NA,11.37,4.52,NA,NA,0.43,NA,20.01,NA,21.43,NA,NA
"1127",358,"Finland",2001,54.91,37.61,35.17,NA,8.16,7.46,NA,NA,0.54,NA,19.09,NA,35.07,NA,NA
"1128",972,"Israel",2001,17.98,35.64,33.19,NA,5.29,NA,NA,NA,0.28,NA,47.47,NA,52.21,NA,NA
